program_id,name,description,tags_text
p_1957,AI Capstone Project with Deep Learning,"In this capstone, learners will apply their deep learning knowledge and expertise to a real world challenge.  They will use a library of their choice to develop and test a deep learning model. They will load and pre-process data for a real problem, build the model and validate it. Learners  will the",modeling Deep Learning Apache Spark Tensorflow Validation Set system image Keras PyTorch Linear Classifier Machine Learning data-science machine-learning
p_1958,Matrix Algebra for Engineers,"This course is all about matrices, and concisely covers the linear algebra that an engineer should know.   The mathematics in this course is presented at the level of an Advanced high school student, but typically students should take this course after completing a university-level single variable c",linearity gaussian elimination Determinants matrix theory Linear Algebra Eigenvalues And Eigenvectors Algebra sigma-algebra Vector Spaces matrices math-and-logic math-and-logic
p_1959,The Arts and Science of Relationships: Understanding Human Needs,"This course provides an introduction to: 1. Basic concepts of The Strategies and Skills Learning and Development System (SSLD), their relevance for every day relationships and provide Advanced concepts for  participants who work in fields of social work and health care . 2. Basic practice principles",counseling Leadership and Management sex people skills Communication assertiveness personal development psychologies sexuality relationship counseling personal-development personal-development
p_1960,Wireless Communications for Everybody,This course will provide an introduction and history of cellular communication systems that have changed our lives during the recent four decades and will become an essential and inseparable part of human life. The principles of wireless communication theory are covered with emphasis on the essentia,telecommunications cellular network packet switching wireless networking circuit switching wireless mimo data transmission Communication architecture physical-science-and-engineering electrical-engineering
p_1961,Non-Equilibrium Applications of Statistical Thermodynamics,"Course 5 of Statistical Thermodynamics explores three different applications of non-equilibrium statistical thermodynamics.  The first is the transport behavior of ideal gases, with some discussion of transport in dense gases and liquids. It starts with simple estimates of the transport properties o",measurement chemistry energy level statistical mechanics Mechanical Engineering Chemical Engineering flow network physics energy fluid mechanics physical-science-and-engineering mechanical-engineering
p_1962,Create an interactive fiction adventure game with Python,"In this 2-hour long project-based course, you will learn how to create an interactive fiction text adventure game in Python, the basics of programming and of Python language.   Note: This course works best for learners who are based in the North America region. We�re currently working on providing t",monster Python Programming display devices Computer Programming running euler's totient function project choice video game development interactivity computer-science software-development
p_1963,Know Thyself - The Value and Limits of Self-Knowledge: The Examined Life,"According to legend, inscribed on walls of the temple on the sacred site of Delphi in Ancient Greece were two premier injunctions: NOTHING IN EXCESS, and KNOW THYSELF. This course will be an examination of the latter injunction in an effort to discover what self-knowledge is, why it might be valuabl",human nature philosophy of mind socratic method meditation introspection psychology of self Social Psychology philosophy psychology empiricism arts-and-humanities philosophy
p_1964,Digitalisation in Space Research,This course provides an overview of the most important digital applications in the field of aerospace research. The course instructors discuss how digitalisation is impacting and changing both satellite-based and manned spaceflight research. One unit is specifically devoted to exploring the use of a,Imagery Intelligence spacecraft communication Transportation Analysis Aerospace Engineering unmanned vehicles Electronic Signals Intelligence Navigation Equipment Unmanned Aerial System interplanetary internet unmanned aerial vehicle physical-science-and-engineering mechanical-engineering
p_1965,Particle Physics: an Introduction,"This course introduces you to subatomic physics, i.e. the physics of nuclei and particles.   More specifically, the following questions are addressed: - What are the concepts of particle physics and how are they implemented? - What are the properties of atomic nuclei and how can one use them? - How ",Nuclear Energy astronomy theory of relativity tailored access operations quantum mechanics beam robotics Calorimeters physics Experiment energy physical-science-and-engineering physics-and-astronomy
p_1966,Agile Analytics,"Few capabilities focus agile like a strong analytics program. Such a program determines where a team should focus from one agile iteration (sprint) to the next. Successful analytics are rarely hard to understand and are often startling in their clarity. In this course, developed at the Darden School",touchpoint Product Management analytics user story scrum (software development) Leadership and Management usability java annotation usability testing agile management computer-science design-and-product
p_1967,Evidence-based Toxicology,"Welcome to the Evidence-based Toxicology (EBT) course. In medicine and healthcare, evidence-based medicine has revolutionized the way that information is evaluated transparently and objectively. Over the past ten years, a movement in North America and Europe has attempted to translate this revolutio",General Statistics evidence-based toxicology p-value external validity Meta-Analysis toxicity observational error cell culture systematics quality control life-sciences basic-science
p_1968,"Coexistence in Medieval Spain: Jews, Christians, and Muslims","This course explores Jewish, Christian, and Muslim intercultural relations in Iberia from the Visigothic era (6th century CE) until the creation of Queen Isabel I and King Ferdinand II Catholic Spain (late 15th century). We evaluate the many identities of the peninsula known as Christian Hispania, J",curiosity history middle east golden age linguistics composite artifact colors Poetry Writing skepticism conquesting Culture arts-and-humanities history
p_1969,Chinese Culture and Contemporary China,This course of Chinese Culture and Contemporary China will explore the foundations of Chinese civilization and the dimensions of Chinese culture. It will pay particular attention to the relationship between Chinese culture and the present-day life of the Chinese people and to the different elements ,scrolling music relative change and difference history popular music chinese language art philosophy Culture flavor arts-and-humanities history
p_1970,How to Make a Comic Book (Project-Centered Course),"What you�ll achieve:  In this project-centered course*, you will create an original four page minicomic designed around a short story of your choosing.  What you�ll need to get started: This project-centered course is designed for all-age learners (high school age and above, at least 13 years of age",thumbnail Video Editing i-deas Writing art Copy Editing Booking Cartooning creative writing analysis arts-and-humanities music-and-art
p_1971,Mobile Interaction Design: How to Design Usable Mobile Products and Services,"Every mobile app gives you something. It could be not only something tangible like the pair of jeans you've ordered using the app but also a piece of work like waking you up in the morning. It could be a feeling, for instance, a feeling of enjoyment obtained from watching a video clip or a feeling o",usability goals mobile interaction usability test plan interaction design visual hierarchy User Research user interface cognitive walkthrough user interface design computer-science design-and-product
p_1972,DevOps Culture and Mindset,"This course gives you the basic foundational principles of DevOps with a particular focus on culture and the DevOps mindset. We�ll learn about how DevOps is grounded in lean principles, and how it can help improve collaboration between developers and operations team members. We'll learn about ideas ",uptime proactivity software development process Continuous Integration lean manufacturing a3 problem solving organizational structure value stream mapping DevOps Continuous Delivery computer-science software-development
p_1973,Capstone - Managing Board Change for Higher Levels of Leadership and Governance Effectiveness,The Capstone Project is a service learning experience designed to apply the knowledge and skills developed in the three Specialization courses  to a real world leadership and governance situation. It is also intended to develop the participant's capability to act as an agent for positive change in n,peering performance project leadership law semigroup action Peer Review Writing evaluation ordered pair business leadership-and-management
p_1974,Advanced Game Development Using PyGame,"In this 1-hour long project-based course, you will learn how to create deterministic and non-deterministic AIs, package your game for distribution, and incorporate the elements of good game design. Building on the project started in Animation for Game Development Using PyGame, you will consider ways",project Discrete Mathematics internet display devices logic gate Software Engineering determinism pygame Mathematics Python Programming computer-science software-development
p_1975,Create a Record of Students using Arrays in Java,"This project provides a step-by-step approach in instruction and will equip you with fundamental concepts of creating arrays and array lists in Java programming, from the ground up.  Using jGRASP development environment, you will create a Java project that records and processes students� data. The d",array data structure list of dns record types dynamic array Software Engineering Project Management java (software platform) arrays project display devices student debt computer-science software-development
p_1976,Introduction to Galois Theory,"A very beautiful classical theory on field extensions of a certain type (Galois extensions) initiated by Galois in the 19th century. Explains, in particular, why it is not possible to solve an equation of degree 5 or more in the same way as we solve quadratic or cubic equations. You will learn to co",topology stemming Integral lambda calculus Factorization .bit commutative property Algebra Polynomial sigma-algebra math-and-logic math-and-logic
p_1977,Qualitative Comparative Analysis (QCA),Welcome to this massive open online course (MOOC) about Qualitative Comparative Analysis (QCA). Please read the points below before you start the course. This will help you prepare well for the course and attend it properly. It will also help you determine if the course offers the knowledge and skil,Research Design qualitative research process Qualitative Data Analysis hand qualitative comparative analysis Combination Causality calibration discourse analysis social-sciences governance-and-society
p_1978,Disease Clusters,"Do a lot of people in your neighborhood all seem to have the same sickness? Are people concerned about high rates of cancer? Your community may want to explore the possibility of a disease cluster, which happens when there is a higher number of cases of disease than expected.    When communities hea",disease exposure assessment Risk Factor data clustering algorithms public health risk factors Cancer case study disease cluster canning life-sciences public-health
p_1979,Russian company law. Capital & Financing of legal entities,"The present course gives an overview of Bases of RUSSIAN COMPANY LAW. CAPITAL & FINANCING OF LEGAL ENTITITES. The course is directed to students of general educational institutions, Russian and foreign lawyers, heads of legal entities, financial directors, chief accountants, auditors, practicing in ",common stock Russian preference Finance preferred stock shareholders Administration Management Dividends law Corporate Law business business-strategy
p_1980,The Business of Cybersecurity Capstone,"This course intends to make the student familiar with information security management. When you have finished with this course you will know more about:   � Governance: including the mission, roles and responsibilities of the InfoSec governance function, and the strategic planning process and InfoSe",Risk Leadership and Management performance measurement security management security information security contingency plan Risk Management Computer Security Incident Management Strategy computer-science computer-security-and-networks
p_1981,Inclusive Online Teaching Teach-Out,"In this course, higher education faculty will examine students� barriers to learning, including unconscious bias, physical impairments, and lack of motivation. Participants will explore and discuss how inclusive pedagogy and Universal Design for Learning (UDL) can help to address those barriers and ",Strategy disability studies cognitive bias teaching physics experiments Machine Learning pedagogy english language Online Machine Learning online learning social-sciences education
p_1982,"Comparing Genes, Proteins, and Genomes (Bioinformatics III)","Once we have sequenced genomes in the previous course, we would like to compare them to determine how species have evolved and what makes them different.  In the first half of the course, we will compare two short biological sequences, such as genes (i.e., short sequences of DNA) or proteins.  We wi",sequence alignment longest path problem dnas Bioinformatics protein genomics evolution sequence alignment algorithms genome human genome life-sciences health-informatics
p_1983,The Brain and Space,"This course is about how the brain creates our sense of spatial location from a variety of sensory and motor sources, and how this spatial sense in turn shapes our cognitive abilities.  Knowing where things are is effortless.  But �under the hood,� your brain must figure out even the simplest of det",memory prism (surveillance program) grid cell sound neuron (software) action potential neuroscience Cortex goggles cognitive science life-sciences basic-science
p_1984,Create Keyboard Movement Mechanics with C# in Unity,"In this two-hour, project-based course, you'll learn how to make your game's character move, jump, sneak and run using different keys on your keyboard. You'll also learn how to set up the camera to have it follow your character when it moves around your game's environment, and enable it to zoom in a",video game development english language Software Engineering Mechanical Engineering c sharp (programming language) physics Machine Learning Mathematics project c++ computer-science software-development
p_1985,Software Requirements Prioritization: Risk Analysis,"Risk Analysis, Assessment, and Prioritization looks at how you can manage conflicts at system levels, but it can also be applied to lower level assessments.   How do you manage and document conflict, along with alternatives?  In analyzing alternatives, you must consider risks.  In this course, we'll",prioritization requirements engineering failure cause requirement prioritization software requirements likelihood function software non-functional requirement risk analysis checklist computer-science software-development
p_1986,Global Disease Masterclass: Non-communicable Diseases,"Welcome to this course on the aetiology, epidemiology and interventions for non-communicable diseases of the Global Diseases Masterclass. We�ve selected four disease areas and will go through each in turn. The diseases we�ve chosen are: Colorectal Cancer, Cardiovascular Disease (CVD), Dementia, and ",global epidemic public health disease oncology non-communicable disease diabetes home security Cancer dementia life-sciences public-health
p_1987,Financial Markets,"An overview of the ideas, methods, and institutions that permit human society to manage risks and foster enterprise.  Emphasis on financially-savvy leadership skills. Description of practices today and analysis of prospects for the future. Introduction to risk management and behavioral finance princ",Finance Planning Leadership and Management market (economics) behavioral finance financial risk stock Risk financial markets investment business finance
p_1988,"Forecasting, Budgeting, Territories, Evaluation and Legal/Ethical Issues","In the fourth part of the Sales Operations/Management Specialization, students will explore the purpose and methods for forecasting and budgeting in a management role. Next, we will learn how to develop territories and evaluate sales performance. Finally, we will explore the legal and ethical issues",Marketing Potential performance appraisal sales management Leadership and Management Forecasting budget Sales sales operations Marketing evaluation business leadership-and-management
p_1989,Powerful Tools for Teaching and Learning: Web 2.0 Tools,"In this course you will learn about a wide variety of Web 2.0 tools to use in your teaching and learning. Web 2.0 tools provide innovative ways to communicate, present content, and collaborate with others in creative ways. Web 2.0 tools are easy to learn, use, and implement, and many are free. This ",online learning web 2.0 education teaching Human Learning instructional design Collaboration Communication training and development web social-sciences education
p_1990,Clinical Epidemiology,"Evidence forms the basis of modern medicine. Clinical research provides us with this evidence, guiding health professionals towards solutions to problems that they face in daily practice. Transferring existing problems in medical practice to a research setting is a challenging process that requires ",clinical biostatistics patient prognostics clinical research Clinical Epidemiology Clinical Study Design Epidemiology pharmacoepidemiology modeling medicine life-sciences basic-science
p_1991,3D CAD Fundamental,"There have many three-dimensional shape of the object in your brain that are wanted to share, but do not know how to express? How to ""sketch"" the three-dimensional image in your mind? 3D modeling technology can help us construct the most intuitive and understandable three-dimensional model. The use ",3d modeling 3d lookup table autodesk 3ds max 3D Printing Mechanical Engineering sketchup Scaling computer-aided design Civil Engineering mir:ror physical-science-and-engineering mechanical-engineering
p_1992,"Animals, Self, and Society",This course explores how animals and people are situated within the web of structures and connections known as �society.� Module 1 considers some of the key symbolic roles that animals play in society by investigating the practice of �thinking with animals.� We investigate how people construct diffe,wardriving Causality species illustration animal science evaluation sociology social constructionism animal Continuous Function social-sciences governance-and-society
p_1993,Asymmetric Cryptography and Key Management,"Welcome to Asymmetric Cryptography and Key Management!   In asymmetric cryptography or public-key cryptography, the sender and the receiver use a pair of public-private keys, as opposed to the same symmetric key, and therefore their cryptographic operations are asymmetric. This course will first rev",public key certificate key exchange public-key cryptography cipher Cryptography discrete logarithm key management public key infrastructure shared secret integer factorization computer-science computer-security-and-networks
p_1994,Asymmetric Cryptography and Key Management,"Welcome to Asymmetric Cryptography and Key Management!   In asymmetric cryptography or public-key cryptography, the sender and the receiver use a pair of public-private keys, as opposed to the same symmetric key, and therefore their cryptographic operations are asymmetric. This course will first rev",public key certificate key exchange public-key cryptography cipher Cryptography discrete logarithm key management public key infrastructure shared secret integer factorization computer-science computer-security-and-networks
p_1995,Keeping up with Change: Issues for the Finance Professional,"This MOOC identifies and explores a number of challenges to the finance professional arising from the ever changing business environment. Increasingly, financial decisions must take account of strategic consequences.   The first module, Exploring Strategic Position, Choice and Action helps in doing ",Finance international financial reporting standards Strategic Analysis Leadership and Management corporate governance analysis corporate bond strategic management Accounting financial statement business finance
p_1996,Python for Data Science and AI,"Kickstart your learning of Python for data science, as well as programming in general, with this beginner-friendly introduction to Python. Python is one of the world�s most popular programming languages, and there has never been greater demand for professionals with the ability to apply Python funda",Python Programming python libraries analysis semantics Computer Programming syntax Data Analysis Pandas python syntax and semantics Numpy data-science data-analysis
p_1997,Developing Data Products,"A data product is the production output from a statistical analysis. Data products automate complex analysis tasks or use technology to expand the utility of a data informed model, algorithm or inference. This course covers the basics of creating data products using Shiny, R packages, and interactiv",interactivity Data Analysis web web application presentation analysis Data Visualization Plotly Computer Programming R Programming data-science data-analysis
p_1998,Developing Data Products,"A data product is the production output from a statistical analysis. Data products automate complex analysis tasks or use technology to expand the utility of a data informed model, algorithm or inference. This course covers the basics of creating data products using Shiny, R packages, and interactiv",interactivity Data Analysis web web application presentation analysis Data Visualization Plotly Computer Programming R Programming data-science data-analysis
p_1999,Strategic Procurement and Sourcing Conclusions,"This course will be the final course in the Global Procurement and Sourcing Specialization.   We will covering three things:   First, there will be a final set of readings of articles that are looking at the future of Strategic Procurement and Sourcing. While many of the articles differ in their poi",Planning Procurement category management purchasing management process analytics choice supply chain gratitude Supplier Management business leadership-and-management
p_2000,"Trade, Immigration and Exchange Rates in a Globalized World","This is the second of the three courses part of the Globalization, Economic Growth and Stability Specialization. This course will focus on facets of globalization that affect a country�s economic perspectives and decisions. Globalization has recently been the predominant subject in many political de",government budget balance balance of payments foreign exchange market trading economy world currency aggregate demand supply and demand Economics demand social-sciences economics
p_2001,Predict Sales and Forecast Trends in Google Sheets,"By the end of this project, you will understand use cases for conducting forecasts in your workplace and be able to confidently conduct a trend forecast in any spreadsheet software. You will also understand when it is necessary to refine a model to improve the accuracy of forecasted trends.  There a",Accuracy And Precision linearity modeling Forecasting Line Chart Regression project Spreadsheet Software Sales business analytics data-science data-analysis
p_2002,Design Thinking for Innovation,"Today innovation is everyone's business. Whether you are a manager in a global corporation, an entrepreneur starting up, in a government role, or a teacher in an elementary school, everyone is expected to get lean � to do better with less. And that is why we all need design thinking. At every level ",mind map thought strategic thinking Leadership and Management Mapping Innovation Map design thinking Storytelling innovation management business business-strategy
p_2003,Singing Popular Music,"You've been studying the greats, working on improving your vocal skills, and building vocal technique. Now it's time to take the next step in your singing career to shine as a vocalist. Singing Popular Music provides you with the essential skills to define your own unique vocal style and sing health",human voice head voice piano sound chest voice performance Poetry Writing popular music music guitar arts-and-humanities music-and-art
p_2004,Linear Circuits 2: AC Analysis,"This course explains how to analyze circuits that have alternating current (AC) voltage or current sources. Circuits with resistors, capacitors, and inductors are covered, both analytically and experimentally. Some practical applications in sensors are demonstrated.",Voltage Probes power electronics Power Supplies Electronic Circuits Current Probes electronics Electrical Engineering Oscilloscope analysis physics experiments physical-science-and-engineering electrical-engineering
p_2005,Identifying Security Vulnerabilities,"This course will help you build a foundation of some of the fundamental concepts in secure programming. We will learn about the concepts of threat modeling and cryptography and you'll be able to start to create threat models, and think critically about the threat models created by other people. We'l",code injection access control web application authentication plaintext encryption threat model security cross-site scripting trust boundary computer-science computer-security-and-networks
p_2006,Summary Statistics in Public Health,"Biostatistics is the application of statistical reasoning to the life sciences, and it is the key to unlocking the data gathered by researchers and the evidence presented in the scientific literature. In this course, we'll focus on the use of statistical measurement methods within the world of publi",Biostatistics odds odds ratio Summary Statistics Estimator General Statistics relative risk kaplan meier estimator analysis Risk life-sciences public-health
p_2007,Networks and Communications Security,"Welcome to Networks and Communications Security Course! In the Networks and Communications Security Course, you will learn about the network structure, data transmission methods, transport formats, and the security measures used to maintain integrity, availability, authentication, and confidentialit",sublayer virtual circuit security virtual lan wireless fibre channel over ethernet virtual private lan service domain name system control plane data link layer information-technology security
p_2008,Population Health: Study Design,"Health care professionals increasingly have to make clinical decisions in aging and diverse populations. Also, they have to deal with rising health care costs, fragmented health care supply and advancing medical technologies and IT systems. These developments go beyond every day practice and will re",Clinical Study Design Confounding clinical trials regression toward the mean Causal Inference measurement Case-Control Study Type I And Type Ii Errors Cohort Studies Causality life-sciences research
p_2009,Future Healthcare Payment Models,"This course will review the drivers of healthcare cost and solutions that have been proposed to address cost, quality and value of health care. Many point blame for high costs on payment models that pay healthcare providers for every service they provide to patients, essentially paying more for volu",Benefits expanded access engagement marketing cost health insurance Payments pricing insurance risk pool Healthcare Delivery Systems life-sciences healthcare-management
p_2010,Think Again II: How to Reason Deductively,"Deductive arguments are supposed to be valid in the sense that the premises guarantee that the conclusion is true. In this course, you will learn how to use truth-tables and Venn diagrams to represent the information contained in the premises and conclusion of an argument so that you can determine w",personal development thought Critical Thinking experience proposition psychology logic Social Psychology signalling system no. 7 reason personal-development personal-development
p_2011,English Composition I,"You will gain a foundation for college-level writing valuable for nearly any field. Students will learn how to read carefully, write effective arguments, understand the writing process, engage with others' ideas, cite accurately, and craft powerful prose.   Course Learning Objectives �\tSummarize, a",essay writing case study academic writing Writing creative writing english language analysis grammar Scientific Writing language arts-and-humanities history
p_2012,Data Analysis with Python,"Learn how to analyze data using Python. This course will take you from the basics of Python to exploring many different types of data. You will learn how to prepare data for analysis, perform simple statistical analysis, create meaningful data visualizations, predict future trends from data, and mor",Data Model Regression Python Programming Regression Analysis Exploratory Data Analysis analysis Computer Programming modeling Data Analysis linearity data-science data-analysis
p_2013,Optimizing a Website for Search,"Learn the ins and outs of optimizing a website, from conducting an initial audit to presenting your findings and recommendations. Hands-on activities include learning how to select and apply appropriate keywords throughout a website, incorporating keyword research in a content marketing strategy, an",search engine optimization Audit content audit keyword research seo audit competitiveness Marketing web mathematical optimization Social Media business marketing
p_2014,Developing Innovative Ideas for New Companies: The First Step in Entrepreneurship,"This course assists aspiring and active entrepreneurs in developing great ideas into great companies. With strong economies presenting rich opportunities for new venture creation, and challenging economic times presenting the necessity for many to make their own job, the need to develop the skills t",analysis Planning Strategy Business Development business plan new business development Opportunity Identification Innovation Entrepreneurship Leadership and Management business entrepreneurship
p_2015,Design Online Course Printables using Canva,"By the end of this course, you will create a variety of templates for course printables that you can offer for free or sell in the marketplace using Canva. You will be able to incorporate a color scheme, images, and other design elements for aesthetically pleasing and value added business marketing ",hand numbers (spreadsheet) marketing collateral Marketing project utility Graphic Design Sales Computer Graphics business marketing business marketing
p_2016,Business Models for Innovative Care for Older People,"Aging has been coined as one of the major societal challenges. The fact that we simply live longer, is in itself not a problem but rather a triumph. However, this unprecedented demographic change significantly affects individual life histories through an increased number of e.g. lifestyle related ch",economic evaluation industrial design Collaboration nutrition Innovation Business Modeling value capture health care intellectual property field research business entrepreneurship
p_2017,Chinese for Beginners,"Nowadays, there is an increasing number of people who are interested in Chinese culture and language. And it is useful to know about the language when coming to China for travel or business. This is an ABC Chinese course for beginners, including introduction of phonetics and daily expressions. After",chinese language Writing listening public speaking chinese basic language Communication grammar speech Human Learning language-learning other-languages
p_2018,Building Digital Media using Graphic Design in Google Slides,"By the end of this 1 hour-long guided project, you will create a flier for a networking event using graphic design best practices. This course will walk you through the basics of working on a graphic design project. It begins with determining the approach for the project including understanding your",Communication Computer Graphics Cancer Mathematics adobe indesign web relative change and difference c dynamic memory allocation Graphic Design project computer-science design-and-product
p_2019,Business Operations Support in Google Sheets,"By the end of this project, you will create a Google Sheet that receives customer requests, tracks employee workload, and provides a small business with an overview of current project status and historical data for completed projects.  You will learn how to create a custom form and use the data from",Customer Support Business Receiving workload Business Operations Entrepreneurship project Operations Management employment Writing business leadership-and-management
p_2020,Exploring Basic Income in a Changing Economy Teach-Out,"The United States social safety net is a complex system with many programs and often difficult eligibility requirements. Many of these programs only deliver in-kind aid (not cash) to people living in poverty, a lot of whom can fall through the cracks and can�t make ends meet.   Basic income, the ide",basic income insurance policy economy digital signature income phenomenon Policy Research financial statement baby bonus negative income tax business finance
p_2021,"HTML, CSS, and Javascript for Web Developers","Do you realize that the only functionality of a web application that the user directly interacts with is through the web page? Implement it poorly and, to the user, the server-side becomes irrelevant! Today�s user expects a lot out of the web page: it has to load fast, expose the desired service, an",web Web Development ajax (programming) html HTML5 bootstrap (front-end framework) HTML and CSS CSS Computer Programming Javascript computer-science mobile-and-web-development
p_2022,Self Awareness and the Effective Leader,"Part of being an effective leader is learning how to play to your strengths and overcome characteristics that don't lend to good leadership practices. During the course, you will examine your own strengths and learn ways to use them in a leadership role. Learn to manage stress and solve problems cre",stress awareness Creativity stress management self-awareness time management leadership Leadership and Management Problem Solving Leadership Development business leadership-and-management
p_2023,Financing and Investing in Infrastructure,"Learn how debt and equity can be used to finance infrastructure investments and how investors approach infrastructure investments!   According to the OECD, the global infrastructure investment requirement by 2030 for transport, electricity generation, transmission & distribution, and water & telecom",analysis risk analysis capital budgeting investment infrastructure investment Finance project Risk loan Leadership and Management business finance
p_2024,Principles of Sustainable Finance,Finance is widely seen as an obstacle to a better world. Principles of Sustainable Finance explains how the financial sector can be mobilized to counter this. Using finance as a means to achieve social goals we can divert the planet and its economy from its current path to a world that is sustainabl,environmental factor corporate governance Finance principle socially responsible investing sustainability asset management investment Banking sustainable business business finance
p_2025,FIFA20 Data Exploration using Python,"By the end of this project, you will learn to use data Exploration techniques in order to uncover some initial patterns, insights and interesting points in your dataset. We are going to use a dataset consisting 5 CSV files, consisting of the data related to players in FIFA video game. We will clean ",jpeg Python Programming recommender systems Plotly Chart euler's totient function project project mine Data Analysis Data Visualization data-science data-analysis
p_2026,"Introduction to XR: VR, AR, and MR Foundations","What is XR? It�s shorthand for a related set of new technologies that are changing the way we interact with the world and with each other: Virtual Reality, Augmented Reality, and Mixed Reality.   To understand XR, you need to understand the technologies that enable it. If you understand the availabl",bluetooth Virtual Reality holography Continuous Function Heat Map machine vision samsung gear vr mixed reality eye tracking augmented reality computer-science design-and-product
p_2027,3D Printing Capstone,"The capstone will integrate the learning acquired from the four courses in the 3D Printing Specialization through a hands-on project. This project will enable you to turn an idea into an object using the knowledge and skills acquired through the other courses. Specifically, you will be guided throug",project 3D Printing printer (computing) .bit materials personal branding manufacturing process management modeling lean manufacturing Manufacturing Processes business entrepreneurship
p_2028,How to Win a Data Science Competition: Learn from Top Kagglers,"If you want to break into competitive data science, then this course is for you! Participating in predictive modelling competitions can help you gain practical experience, improve and harness your data modelling skills in various domains such as credit, insurance, marketing, natural language process",Machine Learning Data Analysis feature extraction analysis hyperparameter Human Learning Feature Engineering Hyperparameter Optimization Kaggle mathematical optimization data-science data-analysis
p_2029,3D Data Visualization for Science Communication,"This course is an introduction to 3D scientific data visualization, with an emphasis on science communication and cinematic design for appealing to broad audiences. You will develop visualization literacy, through being able to interpret/analyze (read) visualizations and create (write) your own visu",Map visualization software software Cinematography virtual camera system process Computer Graphics audience credit Data Visualization data-science data-analysis
p_2030,Using Google Jamboard for Student Learning,"By the end of this project, you be able to use Google Jamboard to create a collabrative classroom fostering interactive student engagements, creating virtual lessons, sticky notes, and more. With Google Jamboard, teachers and students can collaborate in real time on lessons, projects, and anything e",project thought life coaching differential forms differentiated instruction analysis Collaboration Project Management gratitude student engagement social-sciences education
p_2031,Metagenomics applied to surveillance of pathogens and antimicrobial resistance,"The field of metagenomics and whole community sequencing is a promising area to unravel the content of microbial communities and their relationship to disease and antimicrobial resistance in the human population.  Bioinformatic tools are extremely important for making sense out of metagenomics data,",metagenomics sampling design antimicrobial resistance analysis Bioinformatics genomics antimicrobials Bioinformatics Analysis antimicrobial dnas life-sciences basic-science
p_2032,Getting Started with AI using IBM Watson,"In this course you will learn how to quickly and easily get started with Artificial Intelligence using IBM Watson. You will understand how Watson works, become familiar with its use cases and real life client examples, and be introduced to several of Watson AI services from IBM that enable anyone to",use case Deep Learning natural language speech Human Learning IBM Cloud language Cloud Computing Machine Learning Artificial Neural Networks data-science machine-learning
p_2033,Getting Started with AI using IBM Watson,"In this course you will learn how to quickly and easily get started with Artificial Intelligence using IBM Watson. You will understand how Watson works, become familiar with its use cases and real life client examples, and be introduced to several of Watson AI services from IBM that enable anyone to",use case Deep Learning natural language speech Human Learning IBM Cloud language Cloud Computing Machine Learning Artificial Neural Networks data-science machine-learning
p_2034,Advanced Linear Models for Data Science 2: Statistical Linear Models,Welcome to the Advanced Linear Models for Data Science Class 2: Statistical Linear Models. This class is an introduction to least squares from a linear algebraic and mathematical perspective. Before beginning the class make sure that you have the following:  - A basic understanding of linear algebra,t distribution General Statistics Estimation Square (Algebra) rank (linear algebra) linear model Quadratic Form Multivariate Normal Distribution independent and identically distributed random variables linearity data-science probability-and-statistics
p_2035,Creating a Dynamic Web Application using RShiny,"By the end of this project, you will learn how to create a web-based application to view and analyse your dataset using RShiny, a free, open-source R library that you can download. You will learn how reactive programming works between the user interface (UI) and the server. You will then learn how t",user interface upload web application interfaces download reactive programming Data Science web analysis java annotation computer-science mobile-and-web-development
p_2036,Generative Design for Industrial Applications,"The foundation of engineering design is exploration and iteration. Design is rarely a perfectly linear and straightforward process. In this course, we explore a design for a traditional manufacturing method and use generative design to create the perfect iteration of it. From that point, we'll rever",manufacturing process management .properties materials Clinical Study Design industrial engineering generative design Mechanical Engineering rendering (computer graphics) simulation Autodesk physical-science-and-engineering mechanical-engineering
p_2037,Finance for Non-Finance Professionals,"This short course surveys all the major topics covered in a full semester MBA level finance course, but with a more intuitive approach on a very high conceptual level.  The goal here is give you a roadmap and framework for how financial professional make decisions.    We will cover the basics of fin",flow network discounting Financial Accounting Accounting financial statement Finance capital budgeting net present value cash flow corporate bond business finance
p_2038,IBM Data Privacy for Information Architecture,"Data privacy controls how information is collected, used, shared, and disposed of, in accordance with policies or external laws and regulations. In this course, students will gain an understanding of what data privacy is along with how to identify and understand typical data protection and privatiza",personally identifiable information topology information privacy privacy data protection Workshops data security security use case data governance information-technology data-management
p_2039,Finding Mutations in DNA and Proteins (Bioinformatics VI),"In previous courses in the Specialization, we have discussed how to sequence and compare genomes. This course will cover Advanced topics in finding mutations lurking within DNA and proteins.  In the first half of the course, we would like to ask how an individual's genome differs from the ""reference",Algorithms reference genome Hidden Markov Model Bioinformatics dynamic programming sequence alignment DNA sequence alignment algorithms Expectation Maximization Algorithm pattern matching life-sciences health-informatics
p_2040,Semantic Segmentation with Amazon Sagemaker,"Please note: You will need an AWS account to complete this course. Your AWS account will be charged as per your usage. Please make sure that you are able to access Sagemaker within your AWS account. If your AWS account is new, you may need to ask AWS support for access to certain resources. You shou",english language Deep Learning Algorithms Data Analysis information retrieval pixel search engine optimization Machine Learning image segmentation Python Programming data-science machine-learning
